CustomerID,Recency,Frequency,MonetaryValue,R_Quartile,F_Quartile,M_Quartile,RFMClass,RFM_Score,Customer Segment
12956,6,19,4420,2,2,2,222,6,Loyal Customers
12957,1,244,58540,4,4,4,444,12,Most Loyal Customer
12962,2,16,3570,3,1,1,311,5,Potential Loyalists Customers
12963,1,96,23560,4,3,3,433,10,Most Loyal Customer
12965,1,109,25790,4,4,4,444,12,Most Loyal Customer
12966,73,10,2310,1,1,1,111,3,Lost Customers
12967,1,33,7630,4,2,2,422,8,Loyal Customers
12968,31,5,1210,1,1,1,111,3,Lost Customers
12970,4,151,35560,3,4,4,344,11,Most Loyal Customer
12971,1,308,72690,4,4,4,444,12,Most Loyal Customer
12974,50,8,1720,1,1,1,111,3,Lost Customers
12976,20,22,5490,1,2,2,122,5,Attention Needed Customers
12977,36,9,2000,1,1,1,111,3,Lost Customers
12980,29,24,5820,1,2,2,122,5,Attention Needed Customers
12981,19,20,4490,1,2,2,122,5,Attention Needed Customers
12982,5,34,8110,3,2,2,322,7,Loyal Customers
12984,9,4,740,2,1,1,211,4,Lost Customers
12985,2,78,18090,3,3,3,333,9,Most Loyal Customer
12987,8,30,7020,2,2,2,222,6,Loyal Customers
12988,4,92,21810,3,3,3,333,9,Most Loyal Customer
12989,1,68,15920,4,3,3,433,10,Most Loyal Customer
12990,33,13,3040,1,1,1,111,3,Lost Customers
12991,4,31,7910,3,2,2,322,7,Loyal Customers
12993,21,27,5880,1,2,2,122,5,Attention Needed Customers
12994,4,73,17240,3,3,3,333,9,Most Loyal Customer
12995,12,5,1130,2,1,1,211,4,Lost Customers
12997,14,67,16710,2,3,3,233,8,Loyal Customers
12999,4,28,6760,3,2,2,322,7,Loyal Customers
13000,10,31,7410,2,2,2,222,6,Loyal Customers
13001,1,342,82270,4,4,4,444,12,Most Loyal Customer
13002,41,7,1760,1,1,1,111,3,Lost Customers
13003,39,6,1520,1,1,1,111,3,Lost Customers
13004,1,409,98710,4,4,4,444,12,Most Loyal Customer
13005,30,29,6840,1,2,2,122,5,Attention Needed Customers
13006,41,4,1000,1,1,1,111,3,Lost Customers
13008,1,15,3930,4,1,1,411,6,Potential Loyalists Customers
13011,84,3,830,1,1,1,111,3,Lost Customers
13012,1,107,25410,4,4,4,444,12,Most Loyal Customer
13013,1,222,53040,4,4,4,444,12,Most Loyal Customer
13014,1,124,29220,4,4,4,444,12,Most Loyal Customer
13015,2,176,41270,3,4,4,344,11,Most Loyal Customer
13016,7,47,10930,2,3,3,233,8,Loyal Customers
13017,134,1,270,1,1,1,111,3,Lost Customers
13018,1,459,107090,4,4,4,444,12,Most Loyal Customer
13021,1,134,32400,4,4,4,444,12,Most Loyal Customer
13023,14,40,9930,2,2,2,222,6,Loyal Customers
13026,6,43,10180,2,3,3,233,8,Loyal Customers
13027,3,26,6010,3,2,2,322,7,Loyal Customers
13028,4,47,11450,3,3,3,333,9,Most Loyal Customer
13029,38,10,2550,1,1,1,111,3,Lost Customers
13030,1,99,24280,4,3,3,433,10,Most Loyal Customer
13032,2,75,17690,3,3,3,333,9,Most Loyal Customer
13033,3,11,2640,3,1,1,311,5,Potential Loyalists Customers
13034,1,37,8520,4,2,2,422,8,Loyal Customers
13035,25,30,7260,1,2,2,122,5,Attention Needed Customers
13037,17,48,11830,2,3,3,233,8,Loyal Customers
13038,14,28,6610,2,2,2,222,6,Loyal Customers
13040,33,43,10670,1,3,3,133,7,Potential Loyalists Customers
13043,4,14,3100,3,1,1,311,5,Potential Loyalists Customers
13044,5,33,7980,3,2,2,322,7,Loyal Customers
13045,12,18,4420,2,2,2,222,6,Loyal Customers
13046,11,35,7710,2,2,2,222,6,Loyal Customers
13047,3,196,46840,3,4,4,344,11,Most Loyal Customer
13048,1,137,33210,4,4,4,444,12,Most Loyal Customer
13049,16,14,3510,2,1,1,211,4,Lost Customers
13050,1,422,101070,4,4,4,444,12,Most Loyal Customer
13052,5,18,4110,3,2,2,322,7,Loyal Customers
13055,9,78,17650,2,3,3,233,8,Loyal Customers
13058,10,8,1910,2,1,1,211,4,Lost Customers
13059,24,8,2070,1,1,1,111,3,Lost Customers
13060,58,15,3660,1,1,1,111,3,Lost Customers
13061,35,10,2430,1,1,1,111,3,Lost Customers
13062,3,11,2680,3,1,1,311,5,Potential Loyalists Customers
13064,1,69,16550,4,3,3,433,10,Most Loyal Customer
13065,37,14,3520,1,1,1,111,3,Lost Customers
13066,8,49,12270,2,3,3,233,8,Loyal Customers
13067,16,15,3560,2,1,1,211,4,Lost Customers
13068,26,2,480,1,1,1,111,3,Lost Customers
13069,2,470,112570,3,4,4,344,11,Most Loyal Customer
13070,1,9,2160,4,1,1,411,6,Potential Loyalists Customers
13072,9,7,1640,2,1,1,211,4,Lost Customers
13075,1,22,5110,4,2,2,422,8,Loyal Customers
13077,3,112,27100,3,4,4,344,11,Most Loyal Customer
13078,1,380,93230,4,4,4,444,12,Most Loyal Customer
13079,39,6,1320,1,1,1,111,3,Lost Customers
13080,87,6,1400,1,1,1,111,3,Lost Customers
13081,1,1061,251750,4,4,4,444,12,Most Loyal Customer
13082,1,75,17370,4,3,3,433,10,Most Loyal Customer
13083,16,18,4350,2,2,2,222,6,Loyal Customers
13085,1,29,6790,4,2,2,422,8,Loyal Customers
13089,1,1857,442150,4,4,4,444,12,Most Loyal Customer
13090,1,161,38220,4,4,4,444,12,Most Loyal Customer
13091,1,24,5410,4,2,2,422,8,Loyal Customers
13092,19,26,6210,1,2,2,122,5,Attention Needed Customers
13093,1,170,40800,4,4,4,444,12,Most Loyal Customer
13094,8,30,6920,2,2,2,222,6,Loyal Customers
13095,8,6,1580,2,1,1,211,4,Lost Customers
13097,1,437,105480,4,4,4,444,12,Most Loyal Customer
13098,1,605,143170,4,4,4,444,12,Most Loyal Customer
13099,51,1,270,1,1,1,111,3,Lost Customers
13101,35,8,1780,1,1,1,111,3,Lost Customers
13102,2,310,73320,3,4,4,344,11,Most Loyal Customer
13103,12,8,1910,2,1,1,211,4,Lost Customers
13104,12,20,5240,2,2,2,222,6,Loyal Customers
13106,267,2,420,1,1,1,111,3,Lost Customers
13107,4,60,14740,3,3,3,333,9,Most Loyal Customer
13108,9,10,2180,2,1,1,211,4,Lost Customers
13109,19,50,12250,1,3,3,133,7,Potential Loyalists Customers
13110,1,146,35630,4,4,4,444,12,Most Loyal Customer
13113,1,280,67760,4,4,4,444,12,Most Loyal Customer
13115,9,132,31940,2,4,4,244,10,Most Loyal Customer
13116,8,31,7350,2,2,2,222,6,Loyal Customers
13117,8,76,17460,2,3,3,233,8,Loyal Customers
13118,2,82,19520,3,3,3,333,9,Most Loyal Customer
13120,72,1,250,1,1,1,111,3,Lost Customers
13121,2,53,12980,3,3,3,333,9,Most Loyal Customer
13122,6,55,13110,2,3,3,233,8,Loyal Customers
13124,6,235,57260,2,4,4,244,10,Most Loyal Customer
13126,1,142,33790,4,4,4,444,12,Most Loyal Customer
13127,57,15,3870,1,1,1,111,3,Lost Customers
13130,64,2,440,1,1,1,111,3,Lost Customers
13131,3,46,10990,3,3,3,333,9,Most Loyal Customer
13132,75,3,620,1,1,1,111,3,Lost Customers
13133,51,7,1700,1,1,1,111,3,Lost Customers
13134,1,105,25670,4,4,4,444,12,Most Loyal Customer
13135,258,1,310,1,1,1,111,3,Lost Customers
13136,2,139,33260,3,4,4,344,11,Most Loyal Customer
13137,1,705,168570,4,4,4,444,12,Most Loyal Customer
13138,12,63,14790,2,3,3,233,8,Loyal Customers
13139,1,174,41770,4,4,4,444,12,Most Loyal Customer
13140,8,46,10970,2,3,3,233,8,Loyal Customers
13141,9,136,31950,2,4,4,244,10,Most Loyal Customer
13142,1,23,5750,4,2,2,422,8,Loyal Customers
13144,44,3,770,1,1,1,111,3,Lost Customers
13145,18,7,1670,1,1,1,111,3,Lost Customers
13146,13,17,4090,2,1,1,211,4,Lost Customers
13147,107,4,950,1,1,1,111,3,Lost Customers
13148,1,347,83060,4,4,4,444,12,Most Loyal Customer
13149,1,86,21150,4,3,3,433,10,Most Loyal Customer
13151,7,75,17550,2,3,3,233,8,Loyal Customers
13153,27,15,3650,1,1,1,111,3,Lost Customers
13154,121,1,270,1,1,1,111,3,Lost Customers
13155,1,85,20540,4,3,3,433,10,Most Loyal Customer
13157,5,89,21290,3,3,3,333,9,Most Loyal Customer
13158,5,79,19520,3,3,3,333,9,Most Loyal Customer
13159,1,122,28750,4,4,4,444,12,Most Loyal Customer
13160,127,4,1180,1,1,1,111,3,Lost Customers
13161,1,8,1870,4,1,1,411,6,Potential Loyalists Customers
13162,1,82,19820,4,3,3,433,10,Most Loyal Customer
13165,7,42,9870,2,2,2,222,6,Loyal Customers
13166,1,42,10300,4,2,3,423,9,Most Loyal Customer
13167,3,65,15810,3,3,3,333,9,Most Loyal Customer
13168,3,133,32140,3,4,4,344,11,Most Loyal Customer
13169,48,13,3200,1,1,1,111,3,Lost Customers
13170,19,32,7570,1,2,2,122,5,Attention Needed Customers
13171,8,48,11130,2,3,3,233,8,Loyal Customers
13173,4,43,10180,3,3,3,333,9,Most Loyal Customer
13174,1,314,74610,4,4,4,444,12,Most Loyal Customer
13176,12,72,17640,2,3,3,233,8,Loyal Customers
13177,18,17,3790,1,1,1,111,3,Lost Customers
13178,1,265,64350,4,4,4,444,12,Most Loyal Customer
13182,5,11,2540,3,1,1,311,5,Potential Loyalists Customers
13183,5,94,22000,3,3,3,333,9,Most Loyal Customer
13184,2,183,42370,3,4,4,344,11,Most Loyal Customer
13185,171,1,210,1,1,1,111,3,Lost Customers
13186,1,84,19640,4,3,3,433,10,Most Loyal Customer
13187,1,37,8640,4,2,2,422,8,Loyal Customers
13188,48,2,450,1,1,1,111,3,Lost Customers
13189,3,29,7450,3,2,2,322,7,Loyal Customers
13192,2,63,14950,3,3,3,333,9,Most Loyal Customer
13193,10,29,6820,2,2,2,222,6,Loyal Customers
13194,106,3,750,1,1,1,111,3,Lost Customers
13196,3,110,26370,3,4,4,344,11,Most Loyal Customer
13198,1,229,52830,4,4,4,444,12,Most Loyal Customer
13199,2,120,28580,3,4,4,344,11,Most Loyal Customer
13200,1,46,11550,4,3,3,433,10,Most Loyal Customer
13203,2,57,13840,3,3,3,333,9,Most Loyal Customer
13207,13,8,1830,2,1,1,211,4,Lost Customers
13208,1,150,36250,4,4,4,444,12,Most Loyal Customer
13209,1,329,79080,4,4,4,444,12,Most Loyal Customer
13210,2,22,5080,3,2,2,322,7,Loyal Customers
13211,1,56,13890,4,3,3,433,10,Most Loyal Customer
13212,4,143,35140,3,4,4,344,11,Most Loyal Customer
13213,5,92,22420,3,3,3,333,9,Most Loyal Customer
13216,28,5,1260,1,1,1,111,3,Lost Customers
13217,58,7,1780,1,1,1,111,3,Lost Customers
13218,38,5,1160,1,1,1,111,3,Lost Customers
13220,42,21,5180,1,2,2,122,5,Attention Needed Customers
13221,14,66,15510,2,3,3,233,8,Loyal Customers
13223,136,5,1150,1,1,1,111,3,Lost Customers
13224,3,109,26430,3,4,4,344,11,Most Loyal Customer
13225,13,34,8330,2,2,2,222,6,Loyal Customers
13226,25,16,3980,1,1,1,111,3,Lost Customers
13227,46,9,2130,1,1,1,111,3,Lost Customers
13228,92,2,500,1,1,1,111,3,Lost Customers
13229,9,10,2340,2,1,1,211,4,Lost Customers
13230,1,612,146930,4,4,4,444,12,Most Loyal Customer
13232,3,207,49230,3,4,4,344,11,Most Loyal Customer
13233,12,43,10250,2,3,3,233,8,Loyal Customers
13235,1,59,13370,4,3,3,433,10,Most Loyal Customer
13236,4,39,9650,3,2,2,322,7,Loyal Customers
13238,21,32,7650,1,2,2,122,5,Attention Needed Customers
13239,12,22,5200,2,2,2,222,6,Loyal Customers
13240,1,67,15910,4,3,3,433,10,Most Loyal Customer
13242,44,13,3100,1,1,1,111,3,Lost Customers
13243,5,58,13930,3,3,3,333,9,Most Loyal Customer
13244,21,27,6450,1,2,2,122,5,Attention Needed Customers
13245,3,16,4030,3,1,1,311,5,Potential Loyalists Customers
13246,3,143,34440,3,4,4,344,11,Most Loyal Customer
13247,18,25,5810,1,2,2,122,5,Attention Needed Customers
13248,22,26,6330,1,2,2,122,5,Attention Needed Customers
13249,13,23,5900,2,2,2,222,6,Loyal Customers
13253,9,36,8940,2,2,2,222,6,Loyal Customers
13255,31,14,3660,1,1,1,111,3,Lost Customers
13256,294,1,240,1,1,1,111,3,Lost Customers
13258,10,38,9070,2,2,2,222,6,Loyal Customers
13259,1,87,20850,4,3,3,433,10,Most Loyal Customer
13260,40,8,2050,1,1,1,111,3,Lost Customers
13261,19,9,2160,1,1,1,111,3,Lost Customers
13262,39,11,2500,1,1,1,111,3,Lost Customers
13263,1,1677,405310,4,4,4,444,12,Most Loyal Customer
13265,2,91,21800,3,3,3,333,9,Most Loyal Customer
13266,1,202,47360,4,4,4,444,12,Most Loyal Customer
13267,1,224,54100,4,4,4,444,12,Most Loyal Customer
13268,1,447,106010,4,4,4,444,12,Most Loyal Customer
13269,3,320,76670,3,4,4,344,11,Most Loyal Customer
13270,88,1,330,1,1,1,111,3,Lost Customers
13271,8,101,23750,2,3,3,233,8,Loyal Customers
13272,28,15,3930,1,1,1,111,3,Lost Customers
13273,38,16,4200,1,1,2,112,4,Almost Lost Customers
13276,3,30,7230,3,2,2,322,7,Loyal Customers
13277,8,8,2010,2,1,1,211,4,Lost Customers
13278,1,46,11590,4,3,3,433,10,Most Loyal Customer
13279,7,11,2720,2,1,1,211,4,Lost Customers
13280,4,85,20100,3,3,3,333,9,Most Loyal Customer
13282,1,40,9140,4,2,2,422,8,Loyal Customers
13283,46,7,1790,1,1,1,111,3,Lost Customers
13284,8,14,3500,2,1,1,211,4,Lost Customers
13285,1,187,44590,4,4,4,444,12,Most Loyal Customer
13291,14,42,10400,2,2,3,223,7,Loyal Customers
13292,1,31,7370,4,2,2,422,8,Loyal Customers
13294,15,54,13240,2,3,3,233,8,Loyal Customers
13295,85,11,2680,1,1,1,111,3,Lost Customers
13296,100,5,1410,1,1,1,111,3,Lost Customers
13297,1,59,14100,4,3,3,433,10,Most Loyal Customer
13298,87,2,520,1,1,1,111,3,Lost Customers
13299,46,5,1190,1,1,1,111,3,Lost Customers
13300,13,22,5380,2,2,2,222,6,Loyal Customers
13301,2,81,19430,3,3,3,333,9,Most Loyal Customer
13302,158,1,190,1,1,1,111,3,Lost Customers
13304,3,21,5170,3,2,2,322,7,Loyal Customers
13305,1,81,20190,4,3,3,433,10,Most Loyal Customer
13307,136,1,270,1,1,1,111,3,Lost Customers
13308,11,57,14260,2,3,3,233,8,Loyal Customers
13309,3,107,25430,3,4,4,344,11,Most Loyal Customer
13310,1,77,18920,4,3,3,433,10,Most Loyal Customer
13311,2,26,5920,3,2,2,322,7,Loyal Customers
13313,8,78,19360,2,3,3,233,8,Loyal Customers
13314,3,75,18390,3,3,3,333,9,Most Loyal Customer
13316,18,88,21300,1,3,3,133,7,Potential Loyalists Customers
13317,1,135,32780,4,4,4,444,12,Most Loyal Customer
13318,7,20,4760,2,2,2,222,6,Loyal Customers
13319,1,500,119530,4,4,4,444,12,Most Loyal Customer
13320,2,110,25940,3,4,4,344,11,Most Loyal Customer
13321,32,11,2710,1,1,1,111,3,Lost Customers
13322,17,25,6060,2,2,2,222,6,Loyal Customers
13323,12,21,4860,2,2,2,222,6,Loyal Customers
13324,1,77,18240,4,3,3,433,10,Most Loyal Customer
13325,7,12,2820,2,1,1,211,4,Lost Customers
13327,3,109,27020,3,4,4,344,11,Most Loyal Customer
13328,3,17,4060,3,1,1,311,5,Potential Loyalists Customers
13329,10,19,4480,2,2,2,222,6,Loyal Customers
13330,2,53,12530,3,3,3,333,9,Most Loyal Customer
13332,2,21,5130,3,2,2,322,7,Loyal Customers
13334,1,268,62930,4,4,4,444,12,Most Loyal Customer
13336,12,51,12120,2,3,3,233,8,Loyal Customers
13338,1,24,5670,4,2,2,422,8,Loyal Customers
13339,17,54,12820,2,3,3,233,8,Loyal Customers
13340,1,134,32680,4,4,4,444,12,Most Loyal Customer
13341,1,42,9720,4,2,2,422,8,Loyal Customers
13343,15,22,5080,2,2,2,222,6,Loyal Customers
13344,1,119,27830,4,4,4,444,12,Most Loyal Customer
13345,20,22,5740,1,2,2,122,5,Attention Needed Customers
13347,142,8,1880,1,1,1,111,3,Lost Customers
13348,7,14,3060,2,1,1,211,4,Lost Customers
13349,9,16,3600,2,1,1,211,4,Lost Customers
13350,8,43,9330,2,3,2,232,7,Loyal Customers
13351,11,16,3910,2,1,1,211,4,Lost Customers
13352,1,27,6600,4,2,2,422,8,Loyal Customers
13354,14,51,12180,2,3,3,233,8,Loyal Customers
13355,15,32,7800,2,2,2,222,6,Loyal Customers
13356,11,42,10280,2,2,3,223,7,Loyal Customers
13357,1,90,21760,4,3,3,433,10,Most Loyal Customer
13358,9,29,7000,2,2,2,222,6,Loyal Customers
13359,2,24,5770,3,2,2,322,7,Loyal Customers
13362,1,169,39800,4,4,4,444,12,Most Loyal Customer
13363,1,60,14310,4,3,3,433,10,Most Loyal Customer
13364,13,20,5210,2,2,2,222,6,Loyal Customers
13365,7,132,32300,2,4,4,244,10,Most Loyal Customer
13366,199,1,230,1,1,1,111,3,Lost Customers
13368,1,29,6810,4,2,2,422,8,Loyal Customers
13369,1,19,4530,4,2,2,422,8,Loyal Customers
13370,16,44,10750,2,3,3,233,8,Loyal Customers
13372,39,23,5590,1,2,2,122,5,Attention Needed Customers
13373,1,158,38450,4,4,4,444,12,Most Loyal Customer
13375,1,38,9150,4,2,2,422,8,Loyal Customers
13376,10,53,12690,2,3,3,233,8,Loyal Customers
13379,1,97,23500,4,3,3,433,10,Most Loyal Customer
13381,1,173,42480,4,4,4,444,12,Most Loyal Customer
13382,62,15,3640,1,1,1,111,3,Lost Customers
13384,3,155,37800,3,4,4,344,11,Most Loyal Customer
13385,5,35,8650,3,2,2,322,7,Loyal Customers
13388,13,36,9220,2,2,2,222,6,Loyal Customers
13389,1,51,11960,4,3,3,433,10,Most Loyal Customer
13390,52,13,3030,1,1,1,111,3,Lost Customers
13391,63,1,200,1,1,1,111,3,Lost Customers
13394,1,164,40210,4,4,4,444,12,Most Loyal Customer
13395,1,21,5260,4,2,2,422,8,Loyal Customers
13396,1,47,11000,4,3,3,433,10,Most Loyal Customer
13397,10,39,9480,2,2,2,222,6,Loyal Customers
13398,6,26,6350,2,2,2,222,6,Loyal Customers
13402,1,39,9660,4,2,2,422,8,Loyal Customers
13403,255,3,900,1,1,1,111,3,Lost Customers
13404,28,11,2820,1,1,1,111,3,Lost Customers
13405,10,27,6730,2,2,2,222,6,Loyal Customers
13408,1,501,120050,4,4,4,444,12,Most Loyal Customer
13410,1,30,7040,4,2,2,422,8,Loyal Customers
13411,1,18,4330,4,2,2,422,8,Loyal Customers
13414,16,24,6020,2,2,2,222,6,Loyal Customers
13416,16,19,4870,2,2,2,222,6,Loyal Customers
13417,2,28,6920,3,2,2,322,7,Loyal Customers
13418,1,314,76380,4,4,4,444,12,Most Loyal Customer
13419,22,16,3840,1,1,1,111,3,Lost Customers
13420,40,10,2560,1,1,1,111,3,Lost Customers
13421,1,105,25730,4,4,4,444,12,Most Loyal Customer
13422,3,128,30080,3,4,4,344,11,Most Loyal Customer
13425,7,78,18710,2,3,3,233,8,Loyal Customers
13426,3,159,38110,3,4,4,344,11,Most Loyal Customer
13427,1,29,6860,4,2,2,422,8,Loyal Customers
13428,3,74,17980,3,3,3,333,9,Most Loyal Customer
13429,9,67,15920,2,3,3,233,8,Loyal Customers
13430,1,54,12320,4,3,3,433,10,Most Loyal Customer
13431,15,46,10780,2,3,3,233,8,Loyal Customers
13434,48,10,2740,1,1,1,111,3,Lost Customers
13435,13,103,24740,2,4,4,244,10,Most Loyal Customer
13436,6,12,2670,2,1,1,211,4,Lost Customers
13437,1,167,39970,4,4,4,444,12,Most Loyal Customer
13439,5,54,13180,3,3,3,333,9,Most Loyal Customer
13441,17,13,3380,2,1,1,211,4,Lost Customers
13447,3,62,14780,3,3,3,333,9,Most Loyal Customer
13448,6,199,47600,2,4,4,244,10,Most Loyal Customer
13449,23,19,4600,1,2,2,122,5,Attention Needed Customers
13450,9,71,17070,2,3,3,233,8,Loyal Customers
13451,1,444,107510,4,4,4,444,12,Most Loyal Customer
13452,75,2,470,1,1,1,111,3,Lost Customers
13453,24,17,4040,1,1,1,111,3,Lost Customers
13455,4,53,13150,3,3,3,333,9,Most Loyal Customer
13456,1,65,15530,4,3,3,433,10,Most Loyal Customer
13458,5,394,94320,3,4,4,344,11,Most Loyal Customer
13460,7,17,4090,2,1,1,211,4,Lost Customers
13461,5,27,6640,3,2,2,322,7,Loyal Customers
13462,63,10,2380,1,1,1,111,3,Lost Customers
13464,5,41,9350,3,2,2,322,7,Loyal Customers
13466,25,18,4520,1,2,2,122,5,Attention Needed Customers
13467,1,99,22700,4,3,3,433,10,Most Loyal Customer
13468,3,306,73600,3,4,4,344,11,Most Loyal Customer
13470,29,10,2220,1,1,1,111,3,Lost Customers
13471,1,260,61680,4,4,4,444,12,Most Loyal Customer
13473,2,22,5330,3,2,2,322,7,Loyal Customers
13474,1,64,15500,4,3,3,433,10,Most Loyal Customer
13475,1,86,20210,4,3,3,433,10,Most Loyal Customer
13476,4,61,14910,3,3,3,333,9,Most Loyal Customer
13477,4,81,19050,3,3,3,333,9,Most Loyal Customer
13479,17,16,3420,2,1,1,211,4,Lost Customers
13481,5,112,27120,3,4,4,344,11,Most Loyal Customer
13482,58,11,2900,1,1,1,111,3,Lost Customers
13483,66,10,2170,1,1,1,111,3,Lost Customers
13484,11,8,2050,2,1,1,211,4,Lost Customers
13485,9,23,5400,2,2,2,222,6,Loyal Customers
13486,5,69,16680,3,3,3,333,9,Most Loyal Customer
13487,12,34,7770,2,2,2,222,6,Loyal Customers
13488,1,427,102660,4,4,4,444,12,Most Loyal Customer
13489,18,14,3370,1,1,1,111,3,Lost Customers
13491,4,86,21080,3,3,3,333,9,Most Loyal Customer
13492,25,50,12530,1,3,3,133,7,Potential Loyalists Customers
13493,146,8,2040,1,1,1,111,3,Lost Customers
13494,17,18,4580,2,2,2,222,6,Loyal Customers
13495,1,52,12290,4,3,3,433,10,Most Loyal Customer
13496,7,36,8680,2,2,2,222,6,Loyal Customers
13497,11,20,5050,2,2,2,222,6,Loyal Customers
13499,6,45,10680,2,3,3,233,8,Loyal Customers
13500,2,67,15670,3,3,3,333,9,Most Loyal Customer
13501,1,53,12710,4,3,3,433,10,Most Loyal Customer
13502,2,18,4390,3,2,2,322,7,Loyal Customers
13503,27,17,4120,1,1,2,112,4,Almost Lost Customers
13504,17,22,5520,2,2,2,222,6,Loyal Customers
13505,1,227,55750,4,4,4,444,12,Most Loyal Customer
13506,10,29,6840,2,2,2,222,6,Loyal Customers
13507,2,162,39870,3,4,4,344,11,Most Loyal Customer
13508,39,12,3140,1,1,1,111,3,Lost Customers
13509,2,44,10990,3,3,3,333,9,Most Loyal Customer
13510,1,117,27810,4,4,4,444,12,Most Loyal Customer
13512,18,15,3470,1,1,1,111,3,Lost Customers
13513,36,10,2310,1,1,1,111,3,Lost Customers
13514,11,4,870,2,1,1,211,4,Lost Customers
13515,5,59,14140,3,3,3,333,9,Most Loyal Customer
13516,9,44,10450,2,3,3,233,8,Loyal Customers
13517,1,143,34140,4,4,4,444,12,Most Loyal Customer
13518,3,38,9130,3,2,2,322,7,Loyal Customers
13519,1,9,2150,4,1,1,411,6,Potential Loyalists Customers
13520,1,95,22240,4,3,3,433,10,Most Loyal Customer
13521,1,436,105740,4,4,4,444,12,Most Loyal Customer
13522,28,5,1370,1,1,1,111,3,Lost Customers
13523,1,177,42770,4,4,4,444,12,Most Loyal Customer
13524,6,27,6460,2,2,2,222,6,Loyal Customers
13525,61,6,1640,1,1,1,111,3,Lost Customers
13527,2,224,53750,3,4,4,344,11,Most Loyal Customer
13529,6,15,3830,2,1,1,211,4,Lost Customers
13531,13,22,5350,2,2,2,222,6,Loyal Customers
13532,3,66,16270,3,3,3,333,9,Most Loyal Customer
13533,2,76,18060,3,3,3,333,9,Most Loyal Customer
13534,1,342,79930,4,4,4,444,12,Most Loyal Customer
13536,2,179,44040,3,4,4,344,11,Most Loyal Customer
13538,6,25,5960,2,2,2,222,6,Loyal Customers
13539,24,38,9710,1,2,2,122,5,Attention Needed Customers
13544,1,87,21950,4,3,3,433,10,Most Loyal Customer
13546,1,98,22760,4,3,3,433,10,Most Loyal Customer
13548,3,124,29340,3,4,4,344,11,Most Loyal Customer
13549,4,52,12350,3,3,3,333,9,Most Loyal Customer
13551,117,4,1080,1,1,1,111,3,Lost Customers
13552,4,121,30190,3,4,4,344,11,Most Loyal Customer
13555,3,136,32230,3,4,4,344,11,Most Loyal Customer
13557,11,34,7880,2,2,2,222,6,Loyal Customers
13558,1,175,42020,4,4,4,444,12,Most Loyal Customer
13560,11,33,7640,2,2,2,222,6,Loyal Customers
13561,25,14,3300,1,1,1,111,3,Lost Customers
13562,4,82,19840,3,3,3,333,9,Most Loyal Customer
13563,2,49,10990,3,3,3,333,9,Most Loyal Customer
13564,15,85,20210,2,3,3,233,8,Loyal Customers
13565,8,38,9410,2,2,2,222,6,Loyal Customers
13566,1,176,41860,4,4,4,444,12,Most Loyal Customer
13568,1,44,10830,4,3,3,433,10,Most Loyal Customer
13569,3,85,20750,3,3,3,333,9,Most Loyal Customer
13570,3,27,6370,3,2,2,322,7,Loyal Customers
13571,1,341,82190,4,4,4,444,12,Most Loyal Customer
13572,8,33,7100,2,2,2,222,6,Loyal Customers
13573,16,26,6320,2,2,2,222,6,Loyal Customers
13575,1,46,10100,4,3,3,433,10,Most Loyal Customer
13576,1,130,30670,4,4,4,444,12,Most Loyal Customer
13577,1,85,20550,4,3,3,433,10,Most Loyal Customer
13579,5,23,5450,3,2,2,322,7,Loyal Customers
13581,74,10,2340,1,1,1,111,3,Lost Customers
13583,1,53,12850,4,3,3,433,10,Most Loyal Customer
13584,6,24,5230,2,2,2,222,6,Loyal Customers
13587,9,11,2740,2,1,1,211,4,Lost Customers
13588,1,180,41610,4,4,4,444,12,Most Loyal Customer
13589,6,21,4910,2,2,2,222,6,Loyal Customers
13590,10,89,21440,2,3,3,233,8,Loyal Customers
13591,2,58,14110,3,3,3,333,9,Most Loyal Customer
